,location,total_sqft,bath,price,bhk
2620,Haralur Road,1027.0,2.0,44.0,2
2621,Haralur Road,1194.0,2.0,46.0,2
2622,Haralur Road,2017.0,3.0,125.0,3
2623,Haralur Road,1140.0,2.0,43.0,2
2624,Haralur Road,1875.0,3.0,110.0,3
2625,Haralur Road,1092.0,2.0,44.0,2
2626,Haralur Road,2475.0,4.0,130.0,3
2627,Haralur Road,1300.0,2.0,73.0,2
2628,Haralur Road,1194.0,2.0,47.0,2
2629,Haralur Road,1243.0,2.0,46.0,2
2630,Haralur Road,1850.0,3.0,110.0,3
2631,Haralur Road,1225.0,2.0,67.38,2
2632,Haralur Road,1243.0,2.0,46.0,2
2633,Haralur Road,3400.0,5.0,240.0,4
2634,Haralur Road,1464.0,2.0,56.0,2
2635,Haralur Road,1230.0,2.0,78.0,2
2636,Haralur Road,1000.0,2.0,44.0,2
2638,Haralur Road,1300.0,2.0,79.0,2
2639,Haralur Road,1444.0,2.0,80.0,3
2640,Haralur Road,1088.0,2.0,68.0,2
2641,Haralur Road,1027.0,2.0,44.0,2
2643,Haralur Road,1225.0,2.0,70.0,2
2645,Haralur Road,1194.0,2.0,46.0,2
2646,Haralur Road,1830.0,3.0,101.0,3
2647,Haralur Road,1810.0,3.0,126.0,3
2648,Haralur Road,1464.0,2.0,56.0,2
2649,Haralur Road,1520.0,2.0,96.0,3
2650,Haralur Road,1300.0,2.0,75.0,2
2651,Haralur Road,2017.0,2.0,125.0,3
2652,Haralur Road,1243.0,2.0,46.0,2
2653,Haralur Road,1027.0,2.0,44.0,2
2654,Haralur Road,2805.0,5.0,160.0,4
2655,Haralur Road,1243.0,2.0,46.0,2
2656,Haralur Road,1027.0,2.0,44.0,2
2657,Haralur Road,2017.0,3.0,105.0,3
2658,Haralur Road,1243.0,2.0,46.0,2
2659,Haralur Road,1243.0,2.0,46.0,2
2660,Haralur Road,1520.0,2.0,90.0,3
2661,Haralur Road,1300.0,2.0,60.0,2
2662,Haralur Road,1985.0,3.0,130.0,3
2663,Haralur Road,1255.0,2.0,90.0,3
2664,Haralur Road,1056.0,2.0,60.0,2
2665,Haralur Road,1140.0,2.0,42.0,2
2666,Haralur Road,1245.0,2.0,62.0,2
2667,Haralur Road,1140.0,2.0,58.0,2
2668,Haralur Road,1140.0,2.0,42.0,2
2669,Haralur Road,1027.0,2.0,43.0,2
2670,Haralur Road,1194.0,2.0,47.0,2
2671,Haralur Road,1194.0,2.0,47.0,2
2672,Haralur Road,1560.0,3.0,90.0,3
2673,Haralur Road,1520.0,2.0,85.0,3
2674,Haralur Road,1243.0,2.0,45.0,2
2675,Haralur Road,1027.0,2.0,44.0,2
2676,Haralur Road,1194.0,2.0,46.0,2
2677,Haralur Road,1650.0,3.0,100.0,3
2678,Haralur Road,1580.0,3.0,73.0,3
2679,Haralur Road,1243.0,2.0,46.0,2
2680,Haralur Road,1194.0,2.0,47.0,2
2682,Haralur Road,1520.0,2.0,96.0,3
2683,Haralur Road,1510.0,3.0,83.05,3
2684,Haralur Road,1056.0,2.0,65.0,2
2685,Haralur Road,1810.0,3.0,100.0,3
2686,Haralur Road,1243.0,2.0,46.0,2
2687,Haralur Road,575.0,1.0,38.0,1
2688,Haralur Road,1194.0,2.0,46.0,2
2689,Haralur Road,1243.0,2.0,46.0,2
2690,Haralur Road,1194.0,2.0,46.0,2
2691,Haralur Road,1140.0,2.0,43.0,2
2692,Haralur Road,1850.0,3.0,120.0,3
2693,Haralur Road,1194.0,2.0,47.0,2
2694,Haralur Road,1194.0,2.0,47.0,2
2696,Haralur Road,1243.0,2.0,46.0,2
2697,Haralur Road,1710.0,3.0,85.0,3
2698,Haralur Road,1730.0,3.0,95.0,3
2699,Haralur Road,1243.0,2.0,46.0,2
2700,Haralur Road,1243.0,2.0,46.0,2
2701,Haralur Road,1243.0,2.0,46.0,2
2702,Haralur Road,1817.0,3.0,110.0,3
2703,Haralur Road,1225.0,2.0,77.0,2
2704,Haralur Road,1285.0,2.0,78.0,2
2705,Haralur Road,1225.0,2.0,67.48,2
2706,Haralur Road,1225.0,2.0,69.84,2
2707,Haralur Road,1200.0,2.0,46.0,2
2708,Haralur Road,1315.0,2.0,85.0,2
2709,Haralur Road,1976.0,3.0,92.0,3
2710,Haralur Road,1300.0,2.0,75.0,2
2711,Haralur Road,1309.0,2.0,82.0,2
2712,Haralur Road,1027.0,1.0,44.0,2
2713,Haralur Road,1243.0,2.0,46.0,2
2714,Haralur Road,1243.0,2.0,46.0,2
2715,Haralur Road,1140.0,2.0,43.0,2
2716,Haralur Road,1300.0,2.0,75.0,2
2717,Haralur Road,1243.0,2.0,46.0,2
2718,Haralur Road,1890.0,3.0,84.0,3
2719,Haralur Road,1230.0,2.0,67.65,2
2720,Haralur Road,1194.0,2.0,46.0,2
2721,Haralur Road,1092.0,2.0,44.0,2
2723,Haralur Road,1255.0,3.0,90.0,3
2724,Haralur Road,1735.0,3.0,97.0,3
2725,Haralur Road,1810.0,3.0,97.83,3
2726,Haralur Road,1200.0,2.0,46.0,2
2727,Haralur Road,1243.0,2.0,46.0,2
2728,Haralur Road,1810.0,3.0,112.0,3
2729,Harlur,1508.0,2.0,77.0,2
2730,Harlur,1752.12,3.0,135.0,3
2733,Harlur,1709.0,3.0,150.0,3
2734,Harlur,1174.0,2.0,69.0,2
2735,Harlur,1033.0,2.0,49.0,2
2736,Harlur,1197.0,2.0,84.0,2
2737,Harlur,1757.0,3.0,132.0,3
2738,Harlur,1174.0,2.0,76.0,2
2739,Harlur,1754.0,3.0,125.0,3
2740,Harlur,1290.0,2.0,85.0,2
2741,Harlur,1752.12,3.0,116.0,3
2742,Harlur,1754.0,3.0,135.0,3
2743,Harlur,1754.0,3.0,124.0,3
2744,Harlur,1152.0,2.0,69.0,2
2745,Harlur,1290.0,2.0,87.0,2
2746,Harlur,1749.0,3.0,115.0,3
2747,Harlur,3385.0,4.0,260.0,4
2748,Harlur,2240.0,5.0,155.0,3
2749,Harlur,1758.0,3.0,133.0,3
2751,Harlur,1197.0,2.0,79.0,2
2752,Harlur,1174.0,2.0,78.0,2
2755,Harlur,1200.0,2.0,52.0,2
2756,Harlur,1197.0,2.0,79.0,2
2757,Harlur,1749.0,3.0,112.0,3
2758,Harlur,1174.0,2.0,75.0,2
2759,Harlur,1750.0,3.0,136.0,3
2760,Harlur,1620.0,3.0,110.0,3
2763,Harlur,1762.0,3.0,133.0,3
2764,Harlur,1756.0,3.0,131.0,3
2765,Harlur,1755.0,3.0,130.0,3
2766,Harlur,1864.0,3.0,140.0,3
2767,Harlur,1331.0,2.0,88.0,2
2768,Harlur,1752.12,3.0,133.0,3
2769,Harlur,1133.0,2.0,55.0,2
2770,Harlur,1756.0,3.0,128.0,3
2771,Harlur,1749.0,3.0,120.0,3
2772,Harlur,1197.0,2.0,82.0,2
2773,Harlur,1303.0,2.0,90.0,2
2774,Harlur,1754.0,3.0,132.0,3
2775,Harlur,1174.0,2.0,75.0,2
2776,Harlur,1756.0,3.0,134.0,3
2777,Harlur,1197.0,2.0,78.0,2
2778,Harlur,1290.0,2.0,89.9,2
2779,Harlur,1386.0,2.0,85.0,2
2780,Harlur,1174.0,2.0,74.0,2
2781,Harlur,1174.0,2.0,78.0,2
2783,Harlur,1755.0,3.0,115.0,3
2785,Harlur,2569.0,4.0,175.0,4
2787,Harlur,1197.0,2.0,77.0,2
2788,Harlur,1752.12,3.0,125.0,3
2789,Harlur,2569.0,5.0,180.0,4
2790,Harlur,1225.0,2.0,56.0,2
2791,Harlur,1197.0,2.0,76.0,2
2793,Harlur,1197.0,2.0,75.0,2
2794,Harlur,1755.0,3.0,117.0,3
2795,Harlur,1197.0,2.0,79.9,2
2796,Harlur,936.0,2.0,45.0,2
2797,Harlur,2990.0,4.0,225.0,4
2798,Harlur,1370.0,2.0,88.0,2
2799,Harlur,1335.0,2.0,72.76,2
2800,Hebbal,1760.0,2.0,123.0,3
2801,Hebbal,5611.5,4.0,477.0,4
2803,Hebbal,1349.0,2.0,98.2,2
2804,Hebbal,2483.0,5.0,212.0,4
2805,Hebbal,1760.0,2.0,130.0,3
2806,Hebbal,3450.0,5.0,260.0,3
2807,Hebbal,1920.0,3.0,134.0,3
2808,Hebbal,1337.0,2.0,82.0,2
2809,Hebbal,1349.0,2.0,98.0,2
2812,Hebbal,1790.0,3.0,127.0,3
2813,Hebbal,687.325,2.0,42.72,2
2815,Hebbal,1985.0,4.0,189.0,3
2816,Hebbal,2483.0,5.0,215.0,4
2817,Hebbal,1080.0,2.0,54.0,2
2818,Hebbal,812.0,2.0,55.0,2
2820,Hebbal,3067.0,4.0,230.0,4
2821,Hebbal,2526.0,2.0,250.0,3
2822,Hebbal,3067.0,4.0,230.0,4
2824,Hebbal,823.0,2.0,50.63,2
2825,Hebbal,1420.0,2.0,123.0,2
2827,Hebbal,1420.0,2.0,99.39,2
2828,Hebbal,4235.0,4.0,365.0,4
2829,Hebbal,1700.0,3.0,124.0,3
2830,Hebbal,3960.0,5.0,386.0,4
2831,Hebbal,1420.0,2.0,99.39,2
2833,Hebbal,1440.0,2.0,115.0,2
2834,Hebbal,1100.0,2.0,54.0,2
2836,Hebbal,2400.0,4.0,180.0,3
2838,Hebbal,1420.0,2.0,107.0,2
2839,Hebbal,1320.0,2.0,92.0,2
2840,Hebbal,919.0,2.0,49.0,2
2841,Hebbal,1645.0,3.0,135.0,3
2842,Hebbal,2080.0,3.0,175.0,3
2844,Hebbal,2483.0,5.0,230.0,4
2845,Hebbal,2600.0,3.0,195.0,3
2846,Hebbal,1645.0,3.0,117.0,3
2847,Hebbal,1251.0,2.0,88.73,2
2848,Hebbal,1645.0,3.0,121.0,3
2849,Hebbal,1760.0,3.0,123.0,3
2851,Hebbal,3960.0,5.0,386.0,4
2852,Hebbal,1645.0,3.0,120.0,3
2853,Hebbal,1255.0,2.0,90.0,3
2854,Hebbal,1645.0,3.0,117.0,3
2857,Hebbal,1636.0,3.0,119.0,3
2858,Hebbal,2661.0,2.0,226.5,3
2859,Hebbal,1255.0,2.0,95.0,3
2862,Hebbal,1255.0,2.0,95.0,3
2863,Hebbal,1088.0,2.0,61.45,2
2864,Hebbal,1349.0,2.0,97.8,2
2866,Hebbal,1344.0,2.0,108.0,2
2867,Hebbal,1255.0,2.0,90.0,3
2869,Hebbal,1138.0,2.0,110.0,2
2870,Hebbal,2790.0,5.0,204.0,4
2871,Hebbal,1088.0,2.0,62.0,2
2872,Hebbal,1987.0,4.0,165.0,3
2874,Hebbal,1299.0,2.0,100.0,2
2875,Hebbal,1200.0,2.0,60.0,2
2876,Hebbal,1645.0,3.0,117.0,3
2877,Hebbal,1390.0,2.0,95.0,2
2878,Hebbal,1333.0,2.0,100.0,2
2880,Hebbal,2650.0,4.0,199.0,3
2881,Hebbal,1800.0,3.0,140.0,3
2883,Hebbal,2470.0,4.0,203.0,4
2884,Hebbal,1255.0,2.0,95.0,3
2885,Hebbal,1333.0,2.0,104.0,2
2886,Hebbal,1645.0,3.0,117.0,3
2887,Hebbal,2600.0,3.0,199.0,3
2888,Hebbal,1345.0,2.0,97.0,2
2890,Hebbal,985.0,2.0,62.0,2
2891,Hebbal,1320.0,2.0,91.0,2
2892,Hebbal,2388.0,3.0,195.0,3
2893,Hebbal,1040.0,2.0,55.0,2
2895,Hebbal,2600.0,3.0,195.0,3
2896,Hebbal,2630.0,5.0,188.0,4
2898,Hebbal,1645.0,3.0,113.0,3
2900,Hebbal,1420.0,2.0,99.39,2
2902,Hebbal,3520.0,5.0,320.0,3
2903,Hebbal,1162.0,2.0,69.0,2
2904,Hebbal,1100.0,2.0,60.0,2
2905,Hebbal,4235.0,5.0,364.0,4
2906,Hebbal,1299.0,2.0,97.0,2
2908,Hebbal,2470.0,5.0,192.0,4
2909,Hebbal,1645.0,3.0,117.0,3
2910,Hebbal,1920.0,3.0,134.0,3
2911,Hebbal,3520.0,5.0,240.0,3
2912,Hebbal,1920.0,3.0,150.0,3
2913,Hebbal,2375.0,4.0,189.0,4
2914,Hebbal,1420.0,2.0,99.26,2
2915,Hebbal,1252.0,2.0,92.0,2
2917,Hebbal,1162.0,2.0,59.0,2
2918,Hebbal,1294.0,2.0,115.0,2
2919,Hebbal,4225.0,6.0,359.0,4
2920,Hebbal,1150.0,2.0,57.0,2
2921,Hebbal,1740.0,2.0,137.0,3
2923,Hebbal,1662.0,3.0,155.0,3
2924,Hebbal,2250.0,3.0,219.0,3
2925,Hebbal,1349.0,2.0,98.0,2
2926,Hebbal,4000.0,6.0,370.0,4
2927,Hebbal,1349.0,2.0,96.8,2
2928,Hebbal Kempapura,1700.0,3.0,155.0,3
2929,Hebbal Kempapura,1800.0,3.0,175.0,3
2930,Hebbal Kempapura,2900.0,4.0,300.0,3
2931,Hebbal Kempapura,3522.0,3.0,380.0,3
2932,Hebbal Kempapura,2280.0,5.0,200.0,5
2933,Hebbal Kempapura,1200.0,2.0,125.0,2
2934,Hebbal Kempapura,2900.0,4.0,240.0,3
2936,Hebbal Kempapura,1300.0,2.0,102.0,2
2937,Hebbal Kempapura,1466.0,2.0,140.0,3
2939,Hebbal Kempapura,1725.0,2.0,165.0,3
2940,Hebbal Kempapura,1200.0,3.0,125.0,3
2941,Hebbal Kempapura,3408.0,3.0,260.0,3
2942,Hebbal Kempapura,1485.0,3.0,132.0,2
2943,Hebbal Kempapura,1400.0,2.0,108.0,2
2944,Hebbal Kempapura,1800.0,3.0,150.0,3
2945,Hebbal Kempapura,2400.0,5.0,200.0,5
2946,Hebbal Kempapura,2800.0,5.0,220.0,5
2947,Hebbal Kempapura,1785.0,3.0,165.0,3
2948,Hebbal Kempapura,3729.0,4.0,384.0,4
2949,Hebbal Kempapura,1600.0,3.0,170.0,3
2950,Hebbal Kempapura,1730.0,3.0,175.0,3
2952,Hegde Nagar,1569.0,3.0,101.0,3
2953,Hegde Nagar,3000.0,7.0,210.0,6
2954,Hegde Nagar,2026.0,3.0,132.0,3
2955,Hegde Nagar,1801.0,3.0,115.0,3
2956,Hegde Nagar,1050.0,1.0,56.0,2
2957,Hegde Nagar,1341.0,2.0,97.0,2
2958,Hegde Nagar,2112.95,4.0,145.0,3
2959,Hegde Nagar,1200.0,4.0,83.0,4
2960,Hegde Nagar,1703.0,3.0,113.0,3
2961,Hegde Nagar,1570.0,3.0,105.0,3
2962,Hegde Nagar,1801.0,3.0,140.0,3
2963,Hegde Nagar,1584.01,3.0,103.0,3
2964,Hegde Nagar,1965.0,4.0,125.0,3
2965,Hegde Nagar,1200.0,2.0,75.0,2
2966,Hegde Nagar,1847.0,3.0,135.0,3
2967,Hegde Nagar,1965.0,4.0,132.0,3
2968,Hegde Nagar,1703.0,3.0,125.0,3
2969,Hegde Nagar,1847.0,3.0,125.0,3
2970,Hegde Nagar,2144.6,4.0,145.0,3
2971,Hegde Nagar,1718.0,3.0,119.0,3
2972,Hegde Nagar,1847.0,3.0,123.0,3
2973,Hegde Nagar,1340.0,2.0,72.0,2
2974,Hegde Nagar,2087.01,3.0,115.0,3
2975,Hegde Nagar,1703.0,3.0,130.0,3
2976,Hegde Nagar,2087.01,4.0,135.0,3
2977,Hegde Nagar,1718.0,3.0,130.0,3
2978,Hegde Nagar,1884.0,4.0,118.0,3
2979,Hegde Nagar,1930.0,4.0,122.0,3
2980,Hegde Nagar,1584.01,3.0,104.0,3
2981,Hegde Nagar,1168.0,2.0,68.0,3
2982,Hegde Nagar,2162.03,4.0,129.0,3
2983,Hegde Nagar,2087.01,4.0,160.0,3
2984,Hegde Nagar,1000.0,2.0,66.0,2
2985,Hegde Nagar,1348.0,2.0,80.5,3
2986,Hennur,1075.0,2.0,52.0,2
2987,Hennur,1255.0,2.0,52.32,2
2988,Hennur,1225.0,2.0,57.0,2
2989,Hennur,1255.0,2.0,57.5,2
2990,Hennur,1259.0,2.0,57.0,2
2991,Hennur,1255.0,2.0,53.5,2
2992,Hennur,1285.0,2.0,60.0,2
2993,Hennur,1285.0,2.0,60.0,2
2994,Hennur,1100.0,2.0,60.0,2
2995,Hennur,1231.0,2.0,48.0,2
2996,Hennur,1255.0,2.0,58.0,2
2997,Hennur,1040.0,2.0,42.12,2
2998,Hennur,1255.0,2.0,54.5,2
2999,Hennur,1041.0,2.0,40.6,2
3001,Hennur,1255.0,2.0,55.5,2
3003,Hennur,1231.0,2.0,50.0,2
3004,Hennur,2500.0,5.0,125.0,5
3005,Hennur,1160.0,2.0,49.0,2
3006,Hennur,2400.0,3.0,135.0,3
3007,Hennur,1255.0,2.0,53.5,2
3008,Hennur,1255.0,2.0,55.5,2
3009,Hennur,1100.0,2.0,44.55,2
3010,Hennur,1255.0,2.0,57.5,2
3011,Hennur,960.0,2.0,48.0,2
3012,Hennur,1020.0,2.0,48.0,2
3013,Hennur,1255.0,2.0,52.32,2
3014,Hennur,1295.0,2.0,64.0,2
3015,Hennur,1935.0,3.0,102.0,3
3017,Hennur,1345.0,2.0,69.0,3
3018,Hennur,1255.0,2.0,58.0,2
3019,Hennur,1420.0,2.0,62.0,2
3020,Hennur,1155.0,2.0,54.5,2
3021,Hennur,1255.0,2.0,52.32,2
3022,Hennur,1255.0,2.0,52.35,2
3025,Hennur,1255.0,2.0,54.5,2
3026,Hennur,1830.0,2.0,113.0,3
3027,Hennur,1830.5,3.0,84.205,3
3028,Hennur,1255.0,2.0,55.5,2
3029,Hennur,1255.0,2.0,53.57,2
3030,Hennur,1255.0,2.0,56.5,2
3031,Hennur,1050.0,2.0,42.73,2
3032,Hennur,1295.0,2.0,62.0,2
3033,Hennur Road,2089.0,3.0,140.0,3
3034,Hennur Road,3203.5,2.0,224.5,4
3035,Hennur Road,5000.0,8.0,250.0,8
3036,Hennur Road,1385.0,2.0,83.09,2
3037,Hennur Road,1317.5,2.0,63.77,2
3039,Hennur Road,2264.0,3.0,159.0,3
3040,Hennur Road,1157.0,2.0,84.0,2
3041,Hennur Road,1904.0,3.0,120.0,3
3042,Hennur Road,1891.0,3.0,109.0,3
3043,Hennur Road,1561.0,3.0,95.0,3
3045,Hennur Road,2060.0,3.0,149.0,3
3046,Hennur Road,1482.0,2.0,92.0,3
3047,Hennur Road,1232.0,2.0,89.0,2
3048,Hennur Road,1065.0,2.0,42.6,2
3050,Hennur Road,1482.0,2.0,87.0,3
3051,Hennur Road,1891.0,3.0,139.0,3
3052,Hennur Road,1703.0,3.0,101.0,3
3053,Hennur Road,1232.0,2.0,69.61,2
3054,Hennur Road,987.0,2.0,49.0,2
3056,Hennur Road,2160.0,3.0,160.0,3
3058,Hennur Road,1680.0,3.0,99.27,3
3059,Hennur Road,1065.0,2.0,42.6,2
3060,Hennur Road,1385.0,2.0,83.09,2
3062,Hennur Road,2350.0,3.0,174.0,3
3063,Hennur Road,1586.0,3.0,93.94,3
3064,Hennur Road,1975.0,3.0,123.0,3
3066,Hennur Road,1290.0,2.0,94.5,3
3067,Hennur Road,901.0,2.0,49.5,2
3068,Hennur Road,1445.0,3.0,86.56,3
3069,Hennur Road,1482.0,2.0,97.0,3
3070,Hennur Road,1182.0,2.0,82.5,2
3072,Hennur Road,1036.0,2.0,59.46,2
3073,Hennur Road,1891.0,3.0,109.0,3
3074,Hennur Road,1232.0,2.0,69.61,2
3076,Hennur Road,2320.0,3.0,170.0,3
3077,Hennur Road,1936.0,3.0,118.0,3
3078,Hennur Road,1480.0,2.0,65.0,2
3079,Hennur Road,1590.0,3.0,96.5,3
3080,Hennur Road,1445.0,2.0,105.0,3
3081,Hennur Road,1036.0,2.0,59.45,2
3082,Hennur Road,1832.0,3.0,125.0,3
3083,Hennur Road,1359.0,2.0,104.0,2
3084,Hennur Road,1341.0,2.0,75.76,2
3085,Hennur Road,1040.0,2.0,50.0,2
3087,Hennur Road,1414.0,2.0,84.18,2
3088,Hennur Road,1949.0,3.0,133.0,3
3089,Hennur Road,1232.0,2.0,89.0,2
3090,Hennur Road,1250.0,2.0,77.88,3
3091,Hennur Road,2502.0,4.0,180.0,4
3092,Hennur Road,1831.0,3.0,110.0,3
3093,Hennur Road,1232.0,2.0,87.0,2
3094,Hennur Road,1232.0,2.0,74.0,2
3095,Hennur Road,1232.0,2.0,66.0,2
3096,Hennur Road,1341.0,2.0,95.0,2
3098,Hennur Road,1232.0,2.0,88.0,2
3099,Hennur Road,2365.0,4.0,175.0,3
3100,Hennur Road,1310.0,2.0,66.0,2
3102,Hennur Road,1015.0,2.0,50.0,2
3104,Hennur Road,2264.0,3.0,168.0,3
3105,Hennur Road,2002.0,3.0,120.0,3
3106,Hennur Road,1232.0,2.0,69.6,2
3107,Hennur Road,1195.0,2.0,73.0,2
3108,Hennur Road,1020.0,2.0,47.0,2
3109,Hennur Road,5100.0,6.0,375.0,5
3110,Hennur Road,1061.0,2.0,54.92,2
3112,Hennur Road,1020.0,2.0,45.0,2
3113,Hennur Road,2041.0,3.0,128.0,3
3114,Hennur Road,1232.0,2.0,87.0,2
3115,Hennur Road,1066.0,2.0,52.23,2
3116,Hennur Road,973.0,2.0,56.0,2
3117,Hennur Road,1255.0,2.0,84.0,2
3118,Hennur Road,1232.0,2.0,83.0,2
3119,Hennur Road,1832.0,3.0,116.0,3
3120,Hennur Road,2050.0,3.0,120.0,3
3121,Hennur Road,1445.0,2.0,86.69,3
3122,Hennur Road,1445.0,2.0,83.0,3
3125,Hennur Road,1654.0,3.0,97.8,3
3126,Hennur Road,1480.0,3.0,100.0,3
3127,Hennur Road,1450.0,3.0,88.6,3
3128,Hennur Road,1155.0,2.0,69.18,2
3129,Hennur Road,1053.0,2.0,53.0,2
3130,Hennur Road,1195.0,2.0,59.0,2
3131,Hennur Road,1904.0,3.0,129.0,3
3132,Hennur Road,1981.0,3.0,134.0,3
3133,Hennur Road,1155.0,2.0,69.18,2
3135,Hennur Road,1590.0,3.0,105.0,3
3136,Hennur Road,2041.0,3.0,138.0,3
3137,Hennur Road,1100.0,2.0,78.0,3
3138,Hennur Road,1880.0,4.0,154.0,4
3139,Hennur Road,1232.0,2.0,69.61,2
3140,Hennur Road,1748.0,3.0,103.0,3
3141,Hennur Road,1460.0,2.0,80.3,2
3143,Hennur Road,1933.0,3.0,140.0,3
3144,Hennur Road,1030.0,2.0,46.5,2
3145,Hennur Road,1232.0,2.0,69.61,2
3147,Hennur Road,1445.0,2.0,89.56,3
3148,Hennur Road,973.0,2.0,50.74,2
3150,Hennur Road,1305.0,2.0,77.0,3
3152,Hennur Road,1165.0,2.0,67.0,2
3153,Hennur Road,980.0,2.0,51.0,2
3154,Hennur Road,1232.0,2.0,80.0,2
3155,Hennur Road,1085.0,2.0,43.4,2
3156,Hennur Road,950.0,2.0,55.0,2
3157,Hennur Road,1140.0,2.0,56.0,2
3158,Hennur Road,1891.0,3.0,110.0,3
3161,Hennur Road,1165.0,2.0,52.0,2
3162,Hennur Road,1450.0,2.0,80.0,2
3163,Hennur Road,1155.0,2.0,69.18,2
3164,Hennur Road,1936.0,3.0,131.0,3
3165,Hoodi,985.0,2.0,67.0,2
3168,Hoodi,1425.0,2.0,80.0,2
3169,Hoodi,1420.0,2.0,75.0,2
3170,Hoodi,1639.0,3.0,110.0,3
3172,Hoodi,1639.0,3.0,98.32,3
3176,Hoodi,1026.0,2.0,60.87,2
3177,Hoodi,1050.0,2.0,50.0,2
3178,Hoodi,1400.0,2.0,78.0,2
3179,Hoodi,2400.0,5.0,160.0,5
3180,Hoodi,1196.0,2.0,71.74,2
3182,Hoodi,1500.0,2.0,84.0,2
3183,Hoodi,1055.0,2.0,57.63,2
3184,Hoodi,1925.0,2.0,114.0,3
3185,Hoodi,1400.0,2.0,82.0,2
3187,Hoodi,706.0,1.0,48.24,1
3188,Hoodi,1257.0,2.0,69.0,2
3189,Hoodi,1132.0,2.0,67.9,2
3190,Hoodi,1925.0,3.0,110.0,3
3192,Hoodi,1257.0,2.0,71.03,2
3193,Hoodi,1305.0,2.0,75.0,2
3195,Hoodi,1240.0,2.0,65.0,2
3197,Hoodi,1108.0,2.0,74.23,2
3198,Hoodi,1257.0,2.0,68.5,2
3199,Hoodi,1000.0,2.0,48.0,2
3200,Hoodi,1063.0,2.0,61.17,2
3201,Hoodi,1259.0,2.0,69.45,2
3202,Hoodi,711.0,1.0,42.65,1
3204,Hoodi,863.0,1.0,40.55,1
3205,Hoodi,1715.0,2.0,100.0,3
3207,Hoodi,1447.0,3.0,76.0,2
3208,Hoodi,2144.0,3.0,140.0,3
3209,Hoodi,1108.0,2.0,66.46,2
3211,Hoodi,1837.0,3.0,110.0,3
3212,Hoodi,3385.0,4.0,220.0,4
3214,Hoodi,1181.0,2.0,55.0,2
3215,Hoodi,1490.0,3.0,85.0,3
3216,Hoodi,1258.5,2.0,59.135,2
3217,Horamavu Agara,1200.0,2.0,45.0,2
3218,Horamavu Agara,1560.0,3.0,75.0,3
3219,Horamavu Agara,755.0,2.0,37.49,2
3220,Horamavu Agara,982.0,2.0,47.65,2
3221,Horamavu Agara,1650.0,2.0,75.0,3
3222,Horamavu Agara,950.0,2.0,39.0,2
3223,Horamavu Agara,1756.0,3.0,92.0,3
3224,Horamavu Agara,1106.0,2.0,43.09,2
3225,Horamavu Agara,1079.0,2.0,41.0,2
3226,Horamavu Agara,1265.0,2.0,65.0,3
3227,Horamavu Agara,1060.0,2.0,37.0,2
3228,Horamavu Agara,1107.83,2.0,41.51,2
3229,Horamavu Agara,980.0,2.0,38.19,2
3230,Horamavu Agara,1250.0,3.0,65.0,3
3231,Horamavu Agara,1145.0,2.0,41.21,2
3232,Horamavu Agara,2400.0,3.0,80.0,5
3233,Horamavu Agara,1000.0,2.0,46.0,2
3234,Horamavu Agara,760.0,2.0,37.49,2
3235,Horamavu Agara,1150.0,2.0,42.0,2
3237,Horamavu Agara,750.0,2.0,37.49,2
3238,Horamavu Agara,625.0,1.0,27.0,1
3239,Horamavu Agara,1080.0,2.0,38.0,2
3240,Horamavu Agara,994.0,2.0,42.28,2
3241,Horamavu Agara,1107.83,2.0,41.51,2
3243,Horamavu Agara,1090.0,2.0,46.0,2
3244,Horamavu Agara,1400.0,3.0,63.0,3
3245,Horamavu Agara,1557.0,3.0,70.0,3
3246,Horamavu Agara,1058.0,2.0,47.0,2
3249,Horamavu Banaswadi,1460.0,2.0,80.5,2
3250,Horamavu Banaswadi,1156.0,2.0,46.0,2
3251,Horamavu Banaswadi,1180.0,2.0,58.0,2
3252,Horamavu Banaswadi,1307.0,2.0,51.6,2
3253,Horamavu Banaswadi,3800.0,8.0,200.0,6
3254,Horamavu Banaswadi,1357.0,2.0,54.0,2
3255,Horamavu Banaswadi,925.0,2.0,38.0,2
3256,Horamavu Banaswadi,1272.0,2.0,48.0,2
3257,Horamavu Banaswadi,1225.0,2.0,49.5,2
3258,Horamavu Banaswadi,1272.0,2.0,51.5,2
3259,Horamavu Banaswadi,1272.0,2.0,51.5,2
3260,Horamavu Banaswadi,1156.0,2.0,46.9,2
3261,Horamavu Banaswadi,1200.0,2.0,45.0,2
3262,Horamavu Banaswadi,1254.0,2.0,47.0,2
3263,Horamavu Banaswadi,1610.0,3.0,68.0,3
3264,Horamavu Banaswadi,1210.0,2.0,50.0,2
3265,Horamavu Banaswadi,1357.0,2.0,54.0,2
3266,Horamavu Banaswadi,1272.0,2.0,50.0,2
3267,Horamavu Banaswadi,1200.0,2.0,45.0,2
3268,Horamavu Banaswadi,1025.0,2.0,45.0,2
3269,Horamavu Banaswadi,1081.0,2.0,52.0,2
3270,Horamavu Banaswadi,1000.0,2.0,50.0,2
3271,Hormavu,1500.0,2.0,78.0,2
3272,Hormavu,1150.0,2.0,55.0,2
3274,Hormavu,1180.0,2.0,50.0,2
3275,Hormavu,1200.0,2.0,67.0,2
3276,Hormavu,1200.0,3.0,70.0,2
3277,Hormavu,1175.0,2.0,52.0,2
